countryLabel,location,population,index,indexDate
Belgium,Point(4.668055555 50.641111111),9830358,0.936,2019-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),11035948,0.936,2019-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),4529465,0.936,2019-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10004486,0.936,2019-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9830358,0.931,2017-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),11035948,0.931,2017-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),4529465,0.931,2017-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9830358,0.937,2021-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),11035948,0.937,2021-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),4529465,0.937,2021-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9830358,0.924,2015-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),11035948,0.924,2015-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),4529465,0.924,2015-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9830358,0.928,2020-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),11035948,0.928,2020-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),4529465,0.928,2020-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9830358,0.921,2014-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),11035948,0.921,2014-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),4529465,0.921,2014-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9830358,0.927,2016-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),11035948,0.927,2016-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),4529465,0.927,2016-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9830358,0.933,2018-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),11035948,0.933,2018-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),4529465,0.933,2018-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9830358,0.916,2013-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),11035948,0.916,2013-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),4529465,0.916,2013-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9855372,0.936,2019-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10445852,0.936,2019-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10021997,0.936,2019-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9855372,0.931,2017-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10445852,0.931,2017-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10021997,0.931,2017-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9855372,0.937,2021-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10445852,0.937,2021-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10021997,0.937,2021-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9855372,0.924,2015-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10445852,0.924,2015-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10021997,0.924,2015-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9855372,0.928,2020-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10445852,0.928,2020-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10021997,0.928,2020-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9855372,0.921,2014-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10445852,0.921,2014-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10021997,0.921,2014-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9855372,0.927,2016-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10445852,0.927,2016-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10021997,0.927,2016-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9855372,0.933,2018-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10445852,0.933,2018-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10021997,0.933,2018-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9855372,0.916,2013-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10445852,0.916,2013-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10021997,0.916,2013-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9978681,0.936,2019-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),7405570,0.936,2019-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10951266,0.936,2019-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10004486,0.931,2017-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9978681,0.931,2017-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),7405570,0.931,2017-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10951266,0.931,2017-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10004486,0.937,2021-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9978681,0.937,2021-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),7405570,0.937,2021-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10004486,0.924,2015-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9978681,0.924,2015-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),7405570,0.924,2015-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10004486,0.928,2020-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9978681,0.928,2020-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),7405570,0.928,2020-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10004486,0.921,2014-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9978681,0.921,2014-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),7405570,0.921,2014-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10004486,0.927,2016-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9978681,0.927,2016-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),7405570,0.927,2016-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10004486,0.933,2018-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9978681,0.933,2018-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),7405570,0.933,2018-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10004486,0.916,2013-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9978681,0.916,2013-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),7405570,0.916,2013-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9463667,0.936,2019-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10920272,0.936,2019-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10421137,0.936,2019-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9463667,0.931,2017-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10920272,0.931,2017-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10421137,0.931,2017-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10951266,0.937,2021-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9463667,0.937,2021-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10920272,0.937,2021-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10421137,0.937,2021-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10951266,0.924,2015-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9463667,0.924,2015-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10920272,0.924,2015-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10951266,0.928,2020-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9463667,0.928,2020-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10920272,0.928,2020-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10951266,0.921,2014-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9463667,0.921,2014-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10920272,0.921,2014-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10951266,0.927,2016-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9463667,0.927,2016-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10920272,0.927,2016-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10951266,0.933,2018-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9463667,0.933,2018-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10920272,0.933,2018-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10951266,0.916,2013-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9463667,0.916,2013-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10920272,0.916,2013-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10226419,0.936,2019-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9967379,0.936,2019-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9848647,0.936,2019-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10226419,0.931,2017-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9967379,0.931,2017-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9848647,0.931,2017-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10226419,0.937,2021-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9967379,0.937,2021-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9848647,0.937,2021-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10421137,0.924,2015-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10226419,0.924,2015-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9967379,0.924,2015-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9848647,0.924,2015-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10421137,0.928,2020-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10226419,0.928,2020-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9967379,0.928,2020-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9848647,0.928,2020-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10421137,0.921,2014-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10226419,0.921,2014-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9967379,0.921,2014-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10421137,0.927,2016-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10226419,0.927,2016-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9967379,0.927,2016-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10421137,0.933,2018-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10226419,0.933,2018-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9967379,0.933,2018-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10421137,0.916,2013-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10226419,0.916,2013-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9967379,0.916,2013-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10309725,0.936,2019-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),4827834,0.936,2019-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10115603,0.936,2019-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10309725,0.931,2017-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),4827834,0.931,2017-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10115603,0.931,2017-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10309725,0.937,2021-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),4827834,0.937,2021-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10115603,0.937,2021-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10309725,0.924,2015-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),4827834,0.924,2015-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10115603,0.924,2015-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10309725,0.928,2020-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),4827834,0.928,2020-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10115603,0.928,2020-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10309725,0.921,2014-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),4827834,0.921,2014-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10115603,0.921,2014-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10309725,0.927,2016-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),4827834,0.927,2016-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10115603,0.927,2016-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10309725,0.933,2018-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),4827834,0.933,2018-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10115603,0.933,2018-01-01T00:00:00Z
